Entity,Year,Life expectancy
Brazil,1984,64.081001
Brazil,1985,64.466003
Brazil,1986,64.862
Brazil,1987,65.264
Brazil,1988,65.667
Brazil,1989,66.068001
Brazil,1990,68.410004
Brazil,1991,68.739998
Brazil,1992,68.910004
Brazil,1993,69.129997
Brazil,1994,69.379997
Brazil,1995,69.660004
Brazil,1996,69.959999
Brazil,1997,70.339996
Brazil,1998,70.669998
Brazil,1999,70.980003
Brazil,2000,71.360001
Brazil,2001,71.760002
Brazil,2002,72.059998
Brazil,2003,72.330002
Brazil,2004,72.620003
Brazil,2005,72.93
Brazil,2006,73.199997
Brazil,2007,73.459999
Brazil,2008,73.720001
Brazil,2009,73.940002
Brazil,2010,74.150002
Brazil,2011,74.379997
Brazil,2012,74.639999
Brazil,2013,74.839996
Brazil,2014,75.010002
Brazil,2015,75.139999
Brazil,2016,75.239998
Canada,1800,39
Canada,1801,39.001495
Canada,1802,39.002995
Canada,1803,39.00449
Canada,1804,39.005985
Canada,1805,39.007484
Canada,1806,39.00898
Canada,1807,39.010479
Canada,1808,39.011974
Canada,1809,39.01347
Canada,1810,39.014969
Canada,1811,39.016464
Canada,1812,39.01796
Canada,1813,39.019459
Canada,1814,39.020954
Canada,1815,39.022453
Canada,1816,39.023949
Canada,1817,39.025444
Canada,1818,39.026943
Canada,1819,39.028439
Canada,1820,39.029934
Canada,1821,39.031433
Canada,1822,39.032928
Canada,1823,39.034428
Canada,1824,39.035923
Canada,1825,39.037418
Canada,1826,39.038918
Canada,1827,39.040413
Canada,1828,39.041908
Canada,1829,39.043407
Canada,1830,39.044903
Canada,1831,39.046398
Canada,1832,39.173481
Canada,1833,39.30056
Canada,1834,39.427639
Canada,1835,39.554722
Canada,1836,39.681801
Canada,1837,39.80888
Canada,1838,39.935959
Canada,1839,40.063042
Canada,1840,40.190121
Canada,1841,40.3172
Canada,1842,40.391449
Canada,1843,40.465694
Canada,1844,40.539944
Canada,1845,40.614193
Canada,1846,40.688438
Canada,1847,40.762688
Canada,1848,40.836937
Canada,1849,40.911182
Canada,1850,40.985432
Canada,1851,41.059681
Canada,1852,41.113216
Canada,1853,41.166752
Canada,1854,41.220287
Canada,1855,41.273823
Canada,1856,41.327358
Canada,1857,41.380898
Canada,1858,41.434433
Canada,1859,41.487968
Canada,1860,41.541504
Canada,1861,41.595039
Canada,1862,41.691216
Canada,1863,41.787392
Canada,1864,41.883568
Canada,1865,41.979744
Canada,1866,42.07592
Canada,1867,42.172096
Canada,1868,42.268272
Canada,1869,42.364449
Canada,1870,42.460625
Canada,1871,42.556801
Canada,1872,42.774097
Canada,1873,42.99139
Canada,1874,43.208687
Canada,1875,43.425983
Canada,1876,43.64328
Canada,1877,43.860577
Canada,1878,44.077873
Canada,1879,44.29517
Canada,1880,44.512463
Canada,1881,44.729759
Canada,1882,44.7742
Canada,1883,44.818642
Canada,1884,44.863079
Canada,1885,44.90752
Canada,1886,44.951962
Canada,1887,44.996399
Canada,1888,45.04084
Canada,1889,45.085281
Canada,1890,45.129719
Canada,1891,45.17416
Canada,1892,45.520191
Canada,1893,45.866222
Canada,1894,46.212257
Canada,1895,46.558289
Canada,1896,46.90432
Canada,1897,47.250351
Canada,1898,47.596382
Canada,1899,47.942417
Canada,1900,48.288448
Canada,1901,48.63448
Canada,1902,49.022095
Canada,1903,49.409714
Canada,1904,49.797329
Canada,1905,50.184944
Canada,1906,50.572559
Canada,1907,50.960175
Canada,1908,51.347794
Canada,1909,51.735409
Canada,1910,52.123024
Canada,1911,52.510639
Canada,1912,52.961575
Canada,1913,53.412514
Canada,1914,53.863449
Canada,1915,54.314384
Canada,1916,54.76532
Canada,1917,55.216255
Canada,1918,47.169968
Canada,1919,56.11813
Canada,1920,56.569065
Canada,1921,57.02
Canada,1922,57.02
Canada,1923,57.02
Canada,1924,58.830002
Canada,1925,59.310001
Canada,1926,57.990002
Canada,1927,58.68
Canada,1928,58.57
Canada,1929,57.970001
Canada,1930,58.950001
Canada,1931,60.360001
Canada,1932,61.43
Canada,1933,62.360001
Canada,1934,62.77
Canada,1935,62.490002
Canada,1936,62.720001
Canada,1937,61.349998
Canada,1938,63.310001
Canada,1939,63.740002
Canada,1940,64.010002
Canada,1941,63.759998
Canada,1942,64.699997
Canada,1943,64.610001
Canada,1944,65.349998
Canada,1945,66.330002
Canada,1946,66.529999
Canada,1947,66.779999
Canada,1948,67.330002
Canada,1949,67.650002
Canada,1950,68.279999
Canada,1951,68.550003
Canada,1952,68.75
Canada,1953,69.129997
Canada,1954,69.989998
Canada,1955,70.050003
Canada,1956,70.040001
Canada,1957,69.959999
Canada,1958,70.620003
Canada,1959,70.660004
Canada,1960,71.040001
Canada,1961,71.269997
Canada,1962,71.300003
Canada,1963,71.309998
Canada,1964,71.690002
Canada,1965,71.790001
Canada,1966,71.919998
Canada,1967,72.129997
Canada,1968,72.290001
Canada,1969,72.449997
Canada,1970,72.650002
Canada,1971,72.980003
Canada,1972,72.879997
Canada,1973,73.110001
Canada,1974,73.190002
Canada,1975,73.489998
Canada,1976,73.919998
Canada,1977,74.209999
Canada,1978,74.540001
Canada,1979,74.900002
Canada,1980,75.139999
Canada,1981,75.550003
Canada,1982,75.760002
Canada,1983,76.129997
Canada,1984,76.43
Canada,1985,76.410004
Canada,1986,76.559998
Canada,1987,76.860001
Canada,1988,76.93
Canada,1989,77.199997
Canada,1990,77.43
Canada,1991,77.610001
Canada,1992,77.760002
Canada,1993,77.82
Canada,1994,77.93
Canada,1995,78.07
Canada,1996,78.309998
Canada,1997,78.57
Canada,1998,78.779999
Canada,1999,79.010002
Canada,2000,79.260002
Canada,2001,79.480003
Canada,2002,79.660004
Canada,2003,79.839996
Canada,2004,80.050003
Canada,2005,80.230003
Canada,2006,80.480003
Canada,2007,80.650002
Canada,2008,80.870003
Canada,2009,81.120003
Canada,2010,81.339996
Canada,2011,81.529999
Canada,2012,81.660004
Canada,2013,81.75
Canada,2014,81.790001
Canada,2015,81.769997
Canada,2016,81.849998
China,1800,32
China,1801,32
China,1802,32
China,1803,32
China,1804,32
China,1805,32
China,1806,32
China,1807,32
China,1808,32
China,1809,32
China,1810,32
China,1811,32
China,1812,32
China,1813,32
China,1814,32
China,1815,32
China,1816,32
China,1817,32
China,1818,32
China,1819,32
China,1820,32
China,1821,32
China,1822,32
China,1823,32
China,1824,32
China,1825,32
China,1826,32
China,1827,32
China,1828,32
China,1829,32
China,1830,32
China,1831,32
China,1832,32
China,1833,32
China,1834,32
China,1835,32
China,1836,32
China,1837,32
China,1838,32
China,1839,32
China,1840,32
China,1841,32
China,1842,32
China,1843,32
China,1844,32
China,1845,32
China,1846,32
China,1847,32
China,1848,32
China,1849,32
China,1850,32
China,1851,31
China,1852,30
China,1853,29
China,1854,28
China,1855,27
China,1856,26
China,1857,26.7125
China,1858,27.424999
China,1859,28.137501
China,1860,28.85
China,1861,29.5625
China,1862,30.275
China,1863,30.987499
China,1864,31.700001
China,1865,31.742857
China,1866,31.785715
China,1867,31.828571
China,1868,31.871429
China,1869,31.914286
China,1870,31.957144
China,1871,32
China,1872,32
China,1873,32
China,1874,32
China,1875,32
China,1876,29.5
China,1877,27.5
China,1878,25.200001
China,1879,28.5
China,1880,32
China,1881,32
China,1882,32
China,1883,32
China,1884,32
China,1885,32
China,1886,32
China,1887,32
China,1888,32
China,1889,32
China,1890,32
China,1891,32
China,1892,32
China,1893,32
China,1894,32
China,1895,32
China,1896,32
China,1897,32
China,1898,32
China,1899,32
China,1900,32
China,1901,32
China,1902,32
China,1903,32
China,1904,32
China,1905,32
China,1906,32
China,1907,32
China,1908,32
China,1909,32
China,1910,32
China,1911,32
China,1912,32
China,1913,32
China,1914,32
China,1915,32
China,1916,32
China,1917,32
China,1918,22.409521
China,1919,32
China,1920,32
China,1921,32
China,1922,32
China,1923,32
China,1924,32
China,1925,32
China,1926,32.360001
China,1927,25.65
China,1928,33.080002
China,1929,29.85
China,1930,33.799999
China,1931,34.200001
China,1932,34.599998
China,1933,35
China,1934,35.400002
China,1935,35.799999
China,1936,36.200001
China,1937,34
China,1938,33.86343
China,1939,34.11343
China,1940,34.36343
China,1941,34
China,1942,32
China,1943,29
China,1944,35
China,1945,37
China,1946,38.5
China,1947,39.599998
China,1948,40.099998
China,1949,40.599998
China,1950,41.589882
China,1951,42.579762
China,1952,43.569641
China,1953,44.559521
China,1954,46.465599
China,1955,48.02216
China,1956,50.445278
China,1957,50.548962
China,1958,50.158401
China,1959,38.40448
China,1960,31.63176
China,1961,34.104481
China,1962,44.501362
China,1963,51.89912
China,1964,53.320721
China,1965,55.646801
China,1966,56.8032
China,1967,58.381119
China,1968,59.405201
China,1969,60.965199
China,1970,62.650799
China,1971,63.737358
China,1972,63.118881
China,1973,62.7808
China,1974,62.499599
China,1975,62.698879
China,1976,62.437359
China,1977,63.967361
China,1978,64.244324
China,1979,65.085358
China,1980,66.122162
China,1981,66.44976
China,1982,67.587997
China,1983,67.848
China,1984,68.099998
China,1985,68.344002
China,1986,68.581001
China,1987,68.809998
China,1988,69.031998
China,1989,69.248001
China,1990,66.959999
China,1991,67.230003
China,1992,67.43
China,1993,67.669998
China,1994,67.940002
China,1995,68.290001
China,1996,68.620003
China,1997,68.919998
China,1998,69.25
China,1999,69.610001
China,2000,69.940002
China,2001,70.220001
China,2002,70.519997
China,2003,71.220001
China,2004,71.779999
China,2005,72.260002
China,2006,72.879997
China,2007,73.379997
China,2008,73.599998
China,2009,74.120003
China,2010,74.419998
China,2011,74.870003
China,2012,75.25
China,2013,75.519997
China,2014,75.68
China,2015,76.040001
China,2016,76.360001
France,1800,33.967171
France,1801,36.374649
France,1802,34.379993
France,1803,30.642622
France,1804,29.381762
France,1805,34.87632
France,1806,35
France,1807,34.200001
France,1808,34.5
France,1809,35
France,1810,37.400002
France,1811,36.099998
France,1812,31.700001
France,1813,31.200001
France,1814,30.1
France,1815,36.5
France,1816,40.040001
France,1817,39.18
France,1818,38.529999
France,1819,37.25
France,1820,39.209999
France,1821,39.830002
France,1822,38.299999
France,1823,39.970001
France,1824,39.139999
France,1825,38.529999
France,1826,37.759998
France,1827,39.349998
France,1828,37.529999
France,1829,39.360001
France,1830,39.560001
France,1831,39.650002
France,1832,35.810001
France,1833,38.830002
France,1834,35.009998
France,1835,39.48
France,1836,41.950001
France,1837,39.380001
France,1838,39.330002
France,1839,40.91
France,1840,40.369999
France,1841,40.68
France,1842,40.009998
France,1843,40.75
France,1844,42.290001
France,1845,43.580002
France,1846,40.669998
France,1847,40.41
France,1848,40.290001
France,1849,35.91
France,1850,43.279999
France,1851,41.77
France,1852,41.32
France,1853,42.52
France,1854,36.130001
France,1855,37.540001
France,1856,40.18
France,1857,39.59
France,1858,39.669998
France,1859,35.259998
France,1860,43.330002
France,1861,40.450001
France,1862,42.700001
France,1863,41.73
France,1864,42.009998
France,1865,40.16
France,1866,41.830002
France,1867,42.330002
France,1868,40.23
France,1869,41.139999
France,1870,36.41
France,1871,29.59
France,1872,42.639999
France,1873,41.75
France,1874,44.299999
France,1875,43.169998
France,1876,43.549999
France,1877,44.330002
France,1878,43.360001
France,1879,43.990002
France,1880,42.73
France,1881,43.549999
France,1882,43.16
France,1883,43.279999
France,1884,42.52
France,1885,43.970001
France,1886,43.169998
France,1887,43.75
France,1888,44.150002
France,1889,45.560001
France,1890,43.360001
France,1891,44.110001
France,1892,43.57
France,1893,43.599998
France,1894,45.529999
France,1895,45.200001
France,1896,47.560001
France,1897,47.93
France,1898,45.990002
France,1899,45.23
France,1900,45.080002
France,1901,47.009998
France,1902,48.009998
France,1903,48.43
France,1904,48.080002
France,1905,48.360001
France,1906,47.740002
France,1907,48.279999
France,1908,49.299999
France,1909,50.009998
France,1910,51.369999
France,1911,48.169998
France,1912,51.619999
France,1913,51.349998
France,1914,37.849998
France,1915,35.630001
France,1916,39.509998
France,1917,42.599998
France,1918,34.34
France,1919,47.52
France,1920,51.599998
France,1921,52.689999
France,1922,54.919998
France,1923,54.650002
France,1924,55.27
France,1925,54.389999
France,1926,54.029999
France,1927,55.799999
France,1928,55.439999
France,1929,54.27
France,1930,56.869999
France,1931,56.93
France,1932,57.259998
France,1933,57.700001
France,1934,58.360001
France,1935,58.32
France,1936,58.810001
France,1937,59.169998
France,1938,58.970001
France,1939,59.619999
France,1940,49.450001
France,1941,57.669998
France,1942,57.439999
France,1943,53.330002
France,1944,47.189999
France,1945,54.959999
France,1946,62.380001
France,1947,63.98
France,1948,65.830002
France,1949,64.919998
France,1950,66.389999
France,1951,66.120003
France,1952,67.410004
France,1953,67.339996
France,1954,68.209999
France,1955,68.470001
France,1956,68.5
France,1957,68.93
France,1958,70.160004
France,1959,70.190002
France,1960,70.400002
France,1961,70.980003
France,1962,70.510002
France,1963,70.360001
France,1964,71.32
France,1965,71.150002
France,1966,71.559998
France,1967,71.550003
France,1968,71.540001
France,1969,71.269997
France,1970,72.160004
France,1971,72.129997
France,1972,72.379997
France,1973,72.540001
France,1974,72.889999
France,1975,72.980003
France,1976,73.220001
France,1977,73.830002
France,1978,73.949997
France,1979,74.260002
France,1980,74.349998
France,1981,74.510002
France,1982,74.889999
France,1983,74.870003
France,1984,75.370003
France,1985,75.470001
France,1986,75.75
France,1987,76.339996
France,1988,76.57
France,1989,76.690002
France,1990,77.160004
France,1991,77.349998
France,1992,77.57
France,1993,77.739998
France,1994,77.949997
France,1995,78.120003
France,1996,78.330002
France,1997,78.650002
France,1998,78.769997
France,1999,78.919998
France,2000,79.120003
France,2001,79.349998
France,2002,79.589996
France,2003,79.769997
France,2004,80.150002
France,2005,80.400002
France,2006,80.669998
France,2007,80.910004
France,2008,81.080002
France,2009,81.290001
France,2010,81.480003
France,2011,81.709999
France,2012,81.839996
France,2013,82.010002
France,2014,82.220001
France,2015,82.269997
France,2016,82.339996
Germany,1800,38.369999
Germany,1801,38.369999
Germany,1802,38.369999
Germany,1803,38.369999
Germany,1804,38.369999
Germany,1805,38.369999
Germany,1806,38.369999
Germany,1807,38.369999
Germany,1808,38.369999
Germany,1809,38.369999
Germany,1810,38.369999
Germany,1811,38.369999
Germany,1812,38.369999
Germany,1813,38.369999
Germany,1814,38.369999
Germany,1815,38.369999
Germany,1816,38.369999
Germany,1817,38.369999
Germany,1818,38.369999
Germany,1819,38.369999
Germany,1820,38.369999
Germany,1821,38.369999
Germany,1822,38.369999
Germany,1823,38.369999
Germany,1824,38.369999
Germany,1825,38.369999
Germany,1826,38.369999
Germany,1827,38.369999
Germany,1828,38.369999
Germany,1829,38.369999
Germany,1830,38.369999
Germany,1831,38.369999
Germany,1832,38.369999
Germany,1833,38.369999
Germany,1834,38.369999
Germany,1835,38.369999
Germany,1836,38.369999
Germany,1837,38.369999
Germany,1838,38.369999
Germany,1839,38.369999
Germany,1840,38.369999
Germany,1841,38.369999
Germany,1842,38.369999
Germany,1843,38.369999
Germany,1844,38.369999
Germany,1845,38.369999
Germany,1846,38.369999
Germany,1847,38.369999
Germany,1848,38.369999
Germany,1849,38.369999
Germany,1850,38.369999
Germany,1851,38.369999
Germany,1852,38.369999
Germany,1853,38.369999
Germany,1854,38.369999
Germany,1855,38.369999
Germany,1856,38.369999
Germany,1857,38.369999
Germany,1858,38.369999
Germany,1859,38.369999
Germany,1860,38.369999
Germany,1861,38.369999
Germany,1862,38.369999
Germany,1863,38.369999
Germany,1864,38.369999
Germany,1865,38.369999
Germany,1866,38.369999
Germany,1867,38.369999
Germany,1868,38.369999
Germany,1869,38.369999
Germany,1870,38.369999
Germany,1871,38.369999
Germany,1872,38.369999
Germany,1873,38.369999
Germany,1874,38.369999
Germany,1875,38.369999
Germany,1876,38.477001
Germany,1877,38.584
Germany,1878,38.691002
Germany,1879,38.798
Germany,1880,38.904999
Germany,1881,39.012001
Germany,1882,39.118999
Germany,1883,39.226002
Germany,1884,39.333
Germany,1885,39.439999
Germany,1886,39.734001
Germany,1887,40.028
Germany,1888,40.321999
Germany,1889,40.616001
Germany,1890,40.91
Germany,1891,41.203999
Germany,1892,41.498001
Germany,1893,41.792
Germany,1894,42.085999
Germany,1895,42.380001
Germany,1896,42.687
Germany,1897,42.993999
Germany,1898,43.300999
Germany,1899,43.608002
Germany,1900,43.915001
Germany,1901,44.222
Germany,1902,44.528999
Germany,1903,44.835999
Germany,1904,45.143002
Germany,1905,45.450001
Germany,1906,46.041668
Germany,1907,46.633335
Germany,1908,47.224998
Germany,1909,47.816666
Germany,1910,48.408333
Germany,1911,49
Germany,1912,49.591667
Germany,1913,50.183334
Germany,1914,46.176483
Germany,1915,40.525562
Germany,1916,38.988819
Germany,1917,40.080376
Germany,1918,32.936821
Germany,1919,48.32066
Germany,1920,53.5
Germany,1921,55.014286
Germany,1922,55.615715
Germany,1923,56.217144
Germany,1924,56.818573
Germany,1925,57.419998
Germany,1926,57.827999
Germany,1927,58.236
Germany,1928,58.644001
Germany,1929,59.051998
Germany,1930,59.459999
Germany,1931,59.868
Germany,1932,60.276001
Germany,1933,60.683998
Germany,1934,61.091999
Germany,1935,61.5
Germany,1936,61.786667
Germany,1937,62.073334
Germany,1938,62.360001
Germany,1939,61
Germany,1940,60.659874
Germany,1941,59
Germany,1942,55
Germany,1943,49.700001
Germany,1944,37
Germany,1945,29
Germany,1946,60.51136
Germany,1947,62.10952
Germany,1948,63.70768
Germany,1949,65.30584
Germany,1950,66.903999
Germany,1951,67.066002
Germany,1952,67.385002
Germany,1953,67.692001
Germany,1954,67.987999
Germany,1955,68.271004
Germany,1956,68.562447
Germany,1957,68.480408
Germany,1958,69.220451
Germany,1959,69.327461
Germany,1960,69.245232
Germany,1961,69.836433
Germany,1962,70.004387
Germany,1963,70.092888
Germany,1964,70.6511
Germany,1965,70.634499
Germany,1966,70.748108
Germany,1967,70.969948
Germany,1968,70.615448
Germany,1969,70.464897
Germany,1970,70.704155
Germany,1971,70.920242
Germany,1972,71.144203
Germany,1973,71.390862
Germany,1974,71.692909
Germany,1975,71.538567
